case_number,service_type,opened_date_time,support_plan,account_type,severity,technology_level_1,technology_level_2,technology_level_3,assignment_group,assignment_count,meaningful_comm_count,first_meaningful_comm_duration_mins,all_avg_meaningful_comm_duration_mins,case_origination_source,case_origination_user_type,case_origination_day,case_origination_time,severity_change,age_of_account_days,life_time_invoice_usd,recurring_invoice_usd,case_duration_days,country
cs0001075,technical,5/1/2019,basic,payg,4,level_1_8,level_2_11,level_3_137,group_8,2,14,1855.3998,1960.789286,source_5,customer,weekday,prime_time,no,2183.083118,202650.52,8154.1,188.363164,united states of america
cs0001076,technical,7/22/2019,free,lite,4,level_1_1,level_2_10,level_3_19,group_2,2,1,113.4,113.4,source_3,customer,weekday,prime_time,no,,,,106.3669256,turkey
cs0001077,non technical,8/26/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,17093.3496,17093.3496,source_11,customer,weekend,prime_time,no,,0,,436.716914,japan
cs0001078,non technical,4/1/2019,basic,subscription,4,level_1_7,level_2_20,level_3_137,group_13,0,2,159.3498,2273.85,source_10,customer,weekday,non_prime_time,no,,0,,219.028164,japan
cs0001079,non technical,10/23/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,458.7,229.35,source_11,customer,weekday,prime_time,no,953.0831177,0,,378.3352589,mexico
cs0001080,technical,3/19/2019,free,lite,4,level_1_1,level_2_12,level_3_85,group_2,0,,0,0,source_1,customer,weekday,prime_time,no,,,,231.3343677,brazil
cs0001081,technical,1/31/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,5,52.8,1863.91992,source_3,customer,weekday,prime_time,no,,,,278.2221918,united states of america
cs0001082,non technical,5/12/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,3,5575.35,5806.461,source_10,customer,weekend,prime_time,no,,,,177.6274696,bangladesh
cs0001083,technical,12/26/2018,free,lite,4,level_1_4,level_2_9,level_3_137,group_5,0,3,12.2496,400.0888,source_1,customer,weekday,prime_time,no,,,,314.3762196,united states of america
cs0001084,non technical,3/4/2019,basic,payg,4,,level_2_20,level_3_23,group_22,2,3,72.633,4018.1888,source_6,employee,weekday,prime_time,no,,0,,246.7285112,india
cs0001085,,4/6/2019,basic,payg,4,,level_2_19,level_3_137,group_17,0,2,357.6498,179.2998,source_3,customer,weekend,prime_time,no,,622.16,,213.4566131,canada
cs0001086,technical,8/16/2019,free,lite,4,level_1_2,level_2_2,level_3_59,group_3,0,3,56.7996,54.1332,source_3,customer,weekday,non_prime_time,no,,,,81.79295567,united states of america
cs0001087,technical,12/7/2018,free,lite,4,level_1_2,level_2_12,level_3_131,group_3,1,9,4407.3666,2792.885133,source_1,customer,weekday,prime_time,no,,,,333.5238353,india
cs0001088,technical,1/10/2019,standard,subscription,3,level_1_2,level_2_24,level_3_49,group_3,0,10,12.333,2863.07664,source_3,customer,weekday,prime_time,no,801.0831177,0,0,299.4145876,united kingdom
cs0001089,technical,4/29/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,1,7,115.533,424.0308857,source_5,employee,weekday,prime_time,no,5550.083118,5076.84,,190.4215436,united states of america
cs0001090,,7/25/2018,premium,subscription,2,,level_2_24,level_3_49,group_30,1,27,16.8,819.1771556,source_1,employee,weekday,non_prime_time,yes,,619.61,,468.952377,united states of america
cs0001091,non technical,9/6/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,3,171.3,2337.6554,source_11,customer,weekday,prime_time,no,,,,425.6379441,china
cs0001092,technical,1/29/2019,free,lite,4,level_1_1,level_2_19,level_3_48,group_2,1,1,1020.6666,1020.6666,source_1,customer,weekday,prime_time,no,,,,280.2993446,united states of america
cs0001093,technical,4/16/2019,basic,payg,4,level_1_2,level_2_2,level_3_109,group_3,1,6,56.5998,231.8611,source_3,customer,weekday,prime_time,no,807.0831177,1796.78,0,203.346127,united states of america
cs0001094,non technical,5/28/2018,free,payg,3,level_1_7,level_2_20,level_3_49,group_13,1,3,56.1996,1940.3722,source_10,customer,weekday,prime_time,no,,,,526.7901779,unspecified
cs0001095,non technical,1/30/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,2,5,5.8662,4339.30332,source_3,customer,weekday,prime_time,no,,1.17,,279.1518909,japan
cs0001096,technical,5/24/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,1,47.9664,47.9664,source_3,customer,weekday,non_prime_time,no,,,,166.0323191,united states of america
cs0001097,non technical,3/26/2018,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,2,11614.8162,5807.4081,source_1,employee,weekday,prime_time,no,,0,,589.7650274,japan
cs0001098,non technical,10/11/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,178.35,178.35,source_10,customer,weekday,prime_time,no,,,,390.7601316,unspecified
cs0001099,non technical,5/5/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,2996.1498,1498.0749,source_3,customer,weekend,prime_time,no,,,,184.3700737,united kingdom
cs0001100,technical,8/6/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,4,116.1828,230.2416,source_5,customer,weekday,prime_time,no,1583.083118,475067.8,6665.52,91.68215706,japan
cs0001101,technical,8/1/2019,basic,payg,3,level_1_3,level_2_11,level_3_137,group_4,1,7,0.0666,381.7428,source_5,employee,weekday,prime_time,no,1653.083118,31852.73,1880.85,96.55387002,canada
cs0001102,non technical,2/3/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,1,709.6998,709.6998,source_3,customer,weekend,prime_time,no,,,,275.2365668,france
cs0001103,non technical,5/29/2019,premium,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,4,7.35,15417.94995,source_6,employee,weekday,prime_time,no,,183.95,,160.6026084,united kingdom
cs0001104,non technical,12/27/2017,basic,payg,4,level_1_7,level_2_20,level_3_100,group_13,1,3,8.7996,23690.361,source_11,customer,weekday,prime_time,no,,,,678.6823191,japan
cs0001105,non technical,5/12/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,2,23718.6996,21127.3164,source_3,customer,weekend,non_prime_time,no,,,,178.008326,united states of america
cs0001106,technical,7/9/2019,premium,payg,2,level_1_8,level_2_11,level_3_137,group_8,0,3,93.6,120.15,source_5,customer,weekday,prime_time,no,1812.083118,8710430.74,156116.31,119.5411501,united states of america
cs0001107,technical,6/13/2019,basic,payg,4,level_1_9,level_2_7,level_3_137,group_9,1,9,88.9998,1119.475867,source_3,customer,weekday,prime_time,no,,0,,145.3611154,spain
cs0001108,non technical,10/9/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,1,3,678.4998,3971.9222,source_11,customer,weekday,prime_time,no,,,,392.4528862,brazil
cs0001109,technical,9/13/2019,basic,payg,4,level_1_2,level_2_2,level_3_101,group_3,0,4,2521.1496,1091.8125,source_3,customer,weekday,prime_time,no,,0,,53.13399734,united states of america
cs0001110,non technical,6/20/2018,free,payg,4,level_1_7,level_2_24,level_3_145,group_13,1,2,73438.95,36719.475,source_1,employee,weekday,prime_time,no,,0,,503.6996802,norway
cs0001111,non technical,3/10/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,5013.9828,5013.9828,source_10,customer,weekend,non_prime_time,no,,,,240.9790205,japan
cs0001112,technical,2/16/2019,free,lite,4,level_1_2,level_2_2,level_3_101,group_3,0,44,1123.6662,2446.926886,source_3,customer,weekend,prime_time,no,,,,262.1325853,united states of america
cs0001113,technical,6/27/2019,free,lite,4,level_1_2,level_2_24,level_3_131,group_3,0,4,54.6666,356.8332,source_3,customer,weekday,prime_time,no,,,,131.6734649,india
cs0001114,technical,12/20/2018,premium,subscription,4,level_1_5,level_2_15,level_3_110,group_6,2,4,554.1,7719.3957,source_3,customer,weekday,prime_time,no,800.0831177,184.06,0,320.5107797,denmark
cs0001115,non technical,12/12/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,627.933,627.933,source_1,customer,weekday,prime_time,no,,,,328.4325506,germany
cs0001116,technical,10/22/2019,free,lite,4,level_1_2,level_2_2,level_3_88,group_3,1,3,86.1828,968.5832,source_3,customer,weekday,prime_time,no,,,,14.28736539,israel
cs0001117,technical,5/7/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,0,3,49.6164,475.9944,source_5,customer,weekday,prime_time,no,,0,,182.3409418,united states of america
cs0001118,non technical,10/22/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,2,0.033,1.7082,source_5,employee,weekday,prime_time,no,,-0.01,,14.38654363,south africa
cs0001119,non technical,1/3/2019,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,914.883,914.883,source_10,customer,weekday,prime_time,no,,,,306.5555483,pakistan
cs0001120,non technical,1/5/2018,free,lite,4,level_1_7,level_2_20,level_3_137,group_13,1,2,116229.633,58603.9416,source_11,customer,weekday,prime_time,no,,,,669.2184186,united states of america
cs0001121,non technical,9/21/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,302.583,9595.4666,source_11,customer,weekday,non_prime_time,no,,0,,411.0731524,canada
cs0001122,non technical,1/22/2019,standard,subscription,4,level_1_7,level_2_20,level_3_137,group_13,0,1,158.6328,158.6328,source_1,customer,weekday,prime_time,no,799.0831177,0,0,287.5432913,belgium
cs0001123,non technical,10/8/2019,standard,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,3,679.3998,4923.4944,source_3,customer,weekday,prime_time,no,800.0831177,216602.4,2252.39,28.66355752,france
cs0001124,non technical,11/26/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,1,388.833,388.833,source_10,customer,weekday,prime_time,no,,,,344.7254788,unspecified
cs0001125,technical,10/4/2019,basic,subscription,4,level_1_2,level_2_2,level_3_100,group_3,0,2,20.7666,23.0331,source_3,customer,weekday,non_prime_time,no,,0,,32.96490011,japan
cs0001126,non technical,5/13/2019,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,2205.4332,2205.4332,source_10,customer,weekday,prime_time,no,,,,176.2035228,unspecified
cs0001127,non technical,10/17/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,34910.1,34910.1,source_1,employee,weekday,prime_time,no,,,,384.3136964,spain
cs0001128,non technical,9/3/2019,standard,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,1116.8496,1116.8496,source_10,customer,weekday,prime_time,no,,,,63.22674039,unspecified
cs0001129,technical,6/17/2019,basic,payg,3,level_1_3,level_2_11,level_3_137,group_4,1,8,240.933,276.16665,source_5,customer,weekday,non_prime_time,yes,4682.083118,5225.69,62.29,141.936127,peru
cs0001130,technical,7/11/2019,basic,subscription,4,level_1_1,level_2_12,level_3_8,group_2,0,1,204.1662,204.1662,source_3,customer,weekday,prime_time,no,,0,,117.499495,brazil
cs0001131,non technical,12/17/2018,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,4,943.2,7350.76665,source_10,customer,weekday,prime_time,no,,,,323.1822381,unspecified
cs0001132,non technical,2/11/2018,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,1,21339.2664,21339.2664,source_11,customer,weekend,prime_time,no,,,,632.396289,canada
cs0001133,technical,6/26/2018,standard,payg,2,level_1_4,level_2_24,level_3_51,group_5,0,2,60.4332,60.825,source_10,customer,weekday,prime_time,no,,,,497.6191131,unspecified
cs0001134,,4/6/2018,standard,subscription,2,,level_2_24,level_3_79,group_12,0,1,35.1162,35.1162,source_11,customer,weekday,prime_time,no,800.0831177,13020.5,64,578.6013353,germany
cs0001135,non technical,1/3/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,3,16014.45,21521.911,source_7,employee,weekday,prime_time,no,,,,306.2021802,unspecified
cs0001136,non technical,10/15/2018,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,3,575.6166,7152.7276,source_10,customer,weekday,prime_time,no,,,,386.1344834,unspecified
cs0001137,technical,8/22/2019,basic,payg,4,level_1_5,level_2_19,level_3_3,group_6,0,9,567.1998,4073.735133,source_3,customer,weekday,non_prime_time,no,,0,,76.06349965,united states of america
cs0001138,technical,8/30/2019,standard,subscription,2,level_1_2,level_2_2,level_3_109,group_3,0,7,12.933,3651.090429,source_3,customer,weekday,non_prime_time,no,,,,67.837539,japan
cs0001139,non technical,2/13/2019,basic,payg,3,level_1_7,level_2_20,level_3_23,group_13,0,1,1325.0496,1325.0496,source_6,employee,weekday,non_prime_time,no,,,,266.0807219,united states of america
cs0001140,technical,7/2/2019,free,lite,4,level_1_2,level_2_2,level_3_49,group_3,0,6,53.133,1428.275,source_3,customer,weekday,prime_time,no,,,,126.6923191,germany
cs0001141,non technical,10/31/2018,free,lite,4,level_1_7,level_2_20,level_3_137,group_13,2,1,590.1996,590.1996,source_11,customer,weekday,prime_time,no,,,,370.4617867,sweden
cs0001142,,11/9/2018,free,payg,4,,level_2_11,level_3_137,group_12,0,1,2868.183,2868.183,source_5,employee,weekday,non_prime_time,no,,0,,361.9904557,china
cs0001143,technical,9/11/2019,basic,payg,4,level_1_3,level_2_7,level_3_137,group_4,0,3,5.5998,17.6832,source_3,customer,weekday,prime_time,no,,0,,55.09045567,united states of america
cs0001144,non technical,3/29/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,216938.7162,216938.7162,source_10,customer,weekday,prime_time,no,,0,,586.2443214,united states of america
cs0001145,non technical,9/19/2018,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,0.15,0.0831,source_5,employee,weekday,prime_time,no,1056.083118,0,0,412.7800506,india
cs0001146,non technical,12/14/2017,basic,payg,4,level_1_7,level_2_20,level_3_137,group_13,0,2,165218.7666,82609.3833,source_1,employee,weekday,prime_time,no,,0,,691.2229094,spain
cs0001147,non technical,8/1/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,235.383,235.383,source_10,customer,weekday,prime_time,no,,,,96.77156678,unspecified
cs0001148,non technical,10/9/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,10661.0832,6032.2581,source_3,customer,weekday,prime_time,no,,1053.89,,27.45093021,mexico
cs0001149,technical,10/4/2019,free,lite,4,level_1_2,level_2_2,level_3_64,group_3,0,1,12.0996,12.0996,source_3,customer,weekday,prime_time,no,,,,32.72699502,south africa
cs0001150,non technical,1/4/2019,free,lite,4,level_1_7,level_2_20,level_3_107,group_13,0,1,653.4666,653.4666,source_10,customer,weekday,non_prime_time,no,,,,305.9664163,united states of america
cs0001151,technical,4/22/2019,basic,payg,4,level_1_3,level_2_11,level_3_137,group_4,0,2,84.1164,42.6333,source_5,employee,weekday,prime_time,no,2764.083118,2350,0,197.2978399,united states of america
cs0001152,technical,10/3/2019,basic,payg,4,level_1_9,level_2_26,level_3_137,group_9,0,2,25.7166,285.7164,source_3,customer,weekday,non_prime_time,no,4031.083118,2197403.75,70256.46,33.85529363,australia
cs0001153,non technical,10/1/2019,premium,payg,4,level_1_7,level_2_11,level_3_137,group_13,0,1,0.0498,0.0498,source_5,employee,weekday,prime_time,no,3582.083118,27005557.05,944666.54,35.35411308,united states of america
cs0001154,technical,7/8/2019,premium,subscription,3,level_1_1,level_2_12,level_3_8,group_2,0,6,20.55,2423.7277,source_3,customer,weekday,prime_time,no,798.0831177,0,0,120.5719719,austria
cs0001155,non technical,10/8/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,1,2,0.033,339.8664,source_5,employee,weekday,prime_time,no,4682.083118,19512.98,122.75,28.1475853,united states of america
cs0001156,non technical,5/1/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,1121.1,6588.7083,source_10,customer,weekday,non_prime_time,no,,,,188.8230367,unspecified
cs0001157,non technical,6/22/2018,basic,payg,4,level_1_7,level_2_20,level_3_79,group_13,1,2,5722.2828,2861.1414,source_10,customer,weekday,prime_time,no,,0,,501.5025737,philippines
cs0001158,non technical,8/28/2018,standard,subscription,4,level_1_7,level_2_20,level_3_23,group_13,0,5,72.333,5700.24,source_1,employee,weekday,non_prime_time,no,,2308.22,,434.819333,japan
cs0001159,non technical,2/1/2019,standard,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,20.1498,20.1498,source_10,customer,weekday,prime_time,no,,,,277.5298885,unspecified
cs0001160,non technical,2/26/2018,free,lite,4,level_1_7,level_2_20,level_3_107,group_13,0,1,121.2666,121.2666,source_11,customer,weekday,prime_time,no,,,,617.6949233,egypt
cs0001161,non technical,5/8/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,1616.7666,1616.7666,source_10,customer,weekday,prime_time,no,,,,181.62262,unspecified
cs0001162,technical,8/7/2019,basic,payg,2,level_1_3,level_2_11,level_3_137,group_4,0,4,0.0666,47.9832,source_5,employee,weekday,prime_time,no,4506.083118,521906.93,8719.67,90.20256215,india
cs0001163,non technical,6/12/2019,premium,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,1,0.0828,0.0828,source_5,employee,weekday,prime_time,no,1834.083118,27793035.62,694289.15,146.1508839,united states of america
cs0001164,technical,5/29/2019,free,lite,4,level_1_2,level_2_12,level_3_131,group_3,2,5,1257.9666,1628.62656,source_3,customer,weekday,prime_time,no,,,,160.3108955,india
cs0001165,,5/24/2018,basic,payg,4,,level_2_24,level_3_28,group_12,0,7,113.7,2360.9952,source_11,customer,weekday,prime_time,no,,41677.93,,530.6526432,germany
cs0001166,technical,4/22/2019,free,lite,4,level_1_2,level_2_22,level_3_59,group_3,1,2,1497.3996,1455.975,source_3,customer,weekday,non_prime_time,no,,,,197.8086501,china
cs0001167,non technical,5/9/2019,basic,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,197.4,98.9166,source_5,employee,weekday,prime_time,no,2332.083118,230906.42,1827.92,180.734958,united states of america
cs0001168,non technical,8/14/2018,free,lite,4,level_1_7,level_2_20,level_3_23,group_13,0,1,1083.75,1083.75,source_1,employee,weekday,prime_time,no,,,,448.4736154,germany
cs0001169,non technical,7/5/2019,basic,payg,4,level_1_7,level_2_11,level_3_137,group_13,2,9,4.383,1988.440733,source_5,customer,weekday,non_prime_time,no,1045.083118,105859.68,4660.97,123.900502,japan
cs0001170,non technical,8/21/2019,free,payg,4,level_1_7,level_2_20,level_3_23,group_13,0,2,1694.8332,849.1164,source_10,customer,weekday,prime_time,no,,,,76.74777049,unspecified
cs0001171,technical,4/13/2019,basic,payg,4,level_1_2,level_2_6,level_3_145,group_3,1,7,2083.0998,3355.559486,source_1,customer,weekend,prime_time,no,979.0831177,43.69,,206.7365899,south africa
cs0001172,technical,4/2/2019,basic,payg,4,level_1_6,level_2_11,level_3_137,group_7,0,4,188.85,101.17905,source_5,customer,weekday,non_prime_time,no,1069.083118,2512553.68,92749.68,217.8684302,bulgaria
cs0001173,technical,2/25/2019,basic,payg,4,level_1_4,level_2_9,level_3_137,group_5,1,4,63.5832,1013.6166,source_1,customer,weekday,non_prime_time,no,,0,,253.8128631,japan
cs0001174,technical,3/22/2019,free,lite,4,level_1_4,level_2_9,level_3_50,group_5,0,3,19.8498,1440.4944,source_3,customer,weekday,prime_time,no,,,,228.7542635,india
