case_number,sentiment_overall,anger_overall,disgust_overall,fear_overall,joy_overall,sadness_overall,sentiment_conversation_last3,anger_sentiment_last3,disgust_sentiment_last3,fear_sentiment_last3,joy_sentiment_last3,sadness_sentiment_last3,sentiment_conversation_last,anger_conversation_last,disgust_conversation_last,fear_conversation_last,joy_conversation_last,sadness_conversation_last
cs0003165,,,,,,,,,,,,,,,,,,
cs000932,,,,,,,,,,,,,,,,,,
cs000651,,,,,,,,,,,,,,,,,,
cs0001096,,,,,,,,,,,,,,,,,,
cs0002104,0.830101,0.015823,0.002797,0.003193,0.198134,0.03076,0.830101,0.015823,0.002797,0.003193,0.198134,0.03076,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002406,,,,,,,,,,,,,,,,,,
cs0001509,,,,,,,,,,,,,,,,,,
cs0001050,,,,,,,,,,,,,,,,,,
cs000131,,,,,,,,,,,,,,,,,,
cs000111,,,,,,,,,,,,,,,,,,
cs0002582,0.40134,0.543056,0.040679,0.521722,0.471124,0.146549,0.712437,0.070094,0.046738,0.48427,0.551524,0.123466,0.958656,0.004514,0.002471,0.000867,0.587559,0.000252
cs0002566,,,,,,,,,,,,,,,,,,
cs0001547,,,,,,,,,,,,,,,,,,
cs0001082,,,,,,,,,,,,,,,,,,
cs000734,0,0.075248,0.022992,0.267918,0.319299,0.299664,0,0.075248,0.022992,0.267918,0.319299,0.299664,0,0.075248,0.022992,0.267918,0.319299,0.299664
cs0003306,,,,,,,,,,,,,,,,,,
cs0001211,,,,,,,,,,,,,,,,,,
cs0001490,,,,,,,,,,,,,,,,,,
cs0002336,0.986842,0.022456,0.008072,0.036684,0.601637,0.088096,0.986842,0.022456,0.008072,0.036684,0.601637,0.088096,0.81542,0.041022,0.017568,0.022919,0.278974,0.246594
cs000934,0.711398,0.043662,0.032107,0.044018,0.57816,0.117233,0.911183,0.020648,0.02557,0.004791,0.523976,0.041907,0.98439,0.038189,0.096456,0.019616,0.579325,0.047153
cs0002229,,,,,,,,,,,,,,,,,,
cs00012,,,,,,,,,,,,,,,,,,
cs0002797,0.25791,0.128463,0.068941,0.674547,0.411449,0.150491,0.25791,0.128463,0.068941,0.674547,0.411449,0.150491,-0.380026,0.134881,0.059665,0.676385,0.445734,0.14028
cs000831,,,,,,,,,,,,,,,,,,
cs000993,-0.813752,0.168371,0.068632,0.037696,0.030155,0.510847,-0.813752,0.168371,0.068632,0.037696,0.030155,0.510847,-0.903777,0.177,0.073014,0.09155,0.015698,0.776732
cs0002699,,,,,,,,,,,,,,,,,,
cs0003275,0,0.009564,0.011134,0.005396,0.097003,0.00411,0,0.009564,0.011134,0.005396,0.097003,0.00411,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002597,0.841596,0.627659,0.020682,0.03422,0.638729,0.43691,0.922024,0.036464,0.019879,0.038016,0.647125,0.441571,0.924225,0.004568,0.002837,0.001477,0.684341,0.01049
cs0001802,,,,,,,,,,,,,,,,,,
cs0003177,,,,,,,,,,,,,,,,,,
cs0001075,-0.481179,0.644598,0.058613,0.091074,0.12088,0.550948,-0.315276,0.693531,0.081378,0.068532,0.132216,0.183426,0.868233,0.060429,0.008391,0.044341,0.437579,0.180252
cs0001219,0.889037,0.040931,0.016642,0.051722,0.667593,0.129577,0.89604,0.022934,0.009507,0.035099,0.365575,0.045975,0,,,,,
cs0002780,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003106,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002788,0.52919,0.074919,0.683199,0.071781,0.14726,0.512574,0.52919,0.074919,0.683199,0.071781,0.14726,0.512574,0.520386,0.079855,0.073355,0.085136,0.173077,0.521008
cs0003226,,,,,,,,,,,,,,,,,,
cs0002826,,,,,,,,,,,,,,,,,,
cs0002485,,,,,,,,,,,,,,,,,,
cs0002018,,,,,,,,,,,,,,,,,,
cs0002110,,,,,,,,,,,,,,,,,,
cs000829,,,,,,,,,,,,,,,,,,
cs0002770,-0.505414,0.724768,0.082347,0.094565,0.090394,0.151735,-0.505414,0.724768,0.082347,0.094565,0.090394,0.151735,-0.505414,0.724768,0.082347,0.094565,0.090394,0.151735
cs0001580,-0.952627,0.72476,0.065204,0.086844,0.10927,0.126573,-0.952627,0.72476,0.065204,0.086844,0.10927,0.126573,-0.952627,0.72476,0.065204,0.086844,0.10927,0.126573
cs000142,,,,,,,,,,,,,,,,,,
cs0001507,,,,,,,,,,,,,,,,,,
cs000948,0.282532,0.09338,0.029567,0.075323,0.554016,0.228369,-0.475087,0.11342,0.025623,0.048486,0.020974,0.189229,0,0.024901,0.017616,0.018812,0.075536,0.053893
cs000225,,,,,,,,,,,,,,,,,,
cs0002716,0.373196,0.724427,0.060889,0.077745,0.086147,0.148572,0.373196,0.724427,0.060889,0.077745,0.086147,0.148572,0.373196,0.724427,0.060889,0.077745,0.086147,0.148572
cs0003150,0,0.198801,0.183651,0.353623,0.140859,0.256248,0,0.198801,0.183651,0.353623,0.140859,0.256248,0.626519,0.054651,0.064025,0.199153,0.503821,0.183594
cs0001161,,,,,,,,,,,,,,,,,,
cs0002554,,,,,,,,,,,,,,,,,,
cs0002852,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000824,,,,,,,,,,,,,,,,,,
cs0002060,0,0.060357,0.148515,0.234275,0.061436,0.231028,0,0.060357,0.148515,0.234275,0.061436,0.231028,0,0.056073,0.166599,0.228775,0.057402,0.256631
cs0001418,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002919,,,,,,,,,,,,,,,,,,
cs0002121,-0.407963,0.07137,0.052757,0.043269,0.115572,0.602342,-0.407963,0.07137,0.052757,0.043269,0.115572,0.602342,0,0.172666,0.060092,0.041931,0.043612,0.648839
cs000440,,,,,,,,,,,,,,,,,,
cs000306,,,,,,,,,,,,,,,,,,
cs000673,0.546201,0.742355,0.057546,0.079269,0.578091,0.512771,0.546201,0.742355,0.057546,0.079269,0.578091,0.512771,0.99896,0.193302,0.005732,0.009419,0.747629,0.03593
cs0002461,,,,,,,,,,,,,,,,,,
cs0001742,,,,,,,,,,,,,,,,,,
cs000417,,,,,,,,,,,,,,,,,,
cs000837,0.706537,0.050279,0.049268,0.067202,0.557949,0.152754,0.706537,0.050279,0.049268,0.067202,0.557949,0.152754,0.986061,0.096266,0.0179,0.019681,0.512664,0.095534
cs000817,0.537994,0.073569,0.024508,0.057258,0.46065,0.489858,0.537994,0.073569,0.024508,0.057258,0.46065,0.489858,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001029,0.764757,0.009645,0.009635,0.005292,0.099263,0.023624,0.764757,0.009645,0.009635,0.005292,0.099263,0.023624,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs00056,,,,,,,,,,,,,,,,,,
cs0001875,0.664861,0.064856,0.012251,0.00843,0.041585,0.05982,0.664861,0.060949,0.008518,0.013332,0.051226,0.03201,0,0.061464,0.087248,0.064282,0.014468,0.105195
cs0002139,,,,,,,,,,,,,,,,,,
cs0001603,,,,,,,,,,,,,,,,,,
cs00089,,,,,,,,,,,,,,,,,,
cs0001126,,,,,,,,,,,,,,,,,,
cs0002937,,,,,,,,,,,,,,,,,,
cs0002095,,,,,,,,,,,,,,,,,,
cs0002498,,,,,,,,,,,,,,,,,,
cs000931,,,,,,,,,,,,,,,,,,
cs0001220,,,,,,,,,,,,,,,,,,
cs0002870,,,,,,,,,,,,,,,,,,
cs0003038,,,,,,,,,,,,,,,,,,
cs0002871,-0.517616,0.07054,0.042427,0.117457,0.167437,0.607906,-0.564549,0.074582,0.030101,0.086597,0.1882,0.642222,0.943945,0.034942,0.00955,0.037674,0.216512,0.448407
cs0002621,0.698089,0.007066,0.005922,0.005962,0.291239,0.114572,0.698089,0.007066,0.005922,0.005962,0.291239,0.114572,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002468,,,,,,,,,,,,,,,,,,
cs0001948,,,,,,,,,,,,,,,,,,
cs0001253,,,,,,,,,,,,,,,,,,
cs0001695,0.911227,0.062473,0.030182,0.030142,0.613184,0.120914,0.932442,0.036552,0.019734,0.025352,0.649811,0.059239,0.817341,0.037976,0.014376,0.008577,0.345398,0.063014
cs0003094,0.964602,0.022131,0.014969,0.038567,0.643794,0.082044,0.964602,0.022131,0.014969,0.038567,0.643794,0.082044,0.934381,0.024634,0.006795,0.0161,0.673524,0.037561
cs0003054,,,,,,,,,,,,,,,,,,
cs0001395,,,,,,,,,,,,,,,,,,
cs0001308,,,,,,,,,,,,,,,,,,
cs0002924,,,,,,,,,,,,,,,,,,
cs000234,,,,,,,,,,,,,,,,,,
cs000205,,,,,,,,,,,,,,,,,,
cs0002853,0.608878,0.039274,0.021325,0.056444,0.046861,0.084885,0.608878,0.039274,0.021325,0.056444,0.046861,0.084885,0.608878,0.039274,0.021325,0.056444,0.046861,0.084885
cs0002200,0.786772,0.486039,0.012279,0.0179,0.155571,0.052027,0.786772,0.486039,0.012279,0.0179,0.155571,0.052027,0.944383,0.022546,0.007773,0.013412,0.129223,0.008394
cs0003116,,,,,,,,,,,,,,,,,,
cs0001416,,,,,,,,,,,,,,,,,,
cs0002437,,,,,,,,,,,,,,,,,,
cs0002842,,,,,,,,,,,,,,,,,,
cs00067,-0.916044,0.308723,0.098892,0.032559,0.011196,0.102996,-0.916044,0.308723,0.098892,0.032559,0.011196,0.102996,-0.916044,0.308723,0.098892,0.032559,0.011196,0.102996
cs0003294,,,,,,,,,,,,,,,,,,
cs0001003,0.489132,0.08281,0.043207,0.059308,0.616363,0.113311,0.492507,0.127675,0.665565,0.073311,0.602669,0.533376,0.870146,0.488201,0.003958,0.001261,0.499238,0.001026
cs0002642,0.986593,0.02441,0.012003,0.022439,0.054718,0.02963,0.986593,0.02441,0.012003,0.022439,0.054718,0.02963,0.950258,0.054673,0.03152,0.08701,0.167097,0.171932
cs0002540,,,,,,,,,,,,,,,,,,
cs000338,,,,,,,,,,,,,,,,,,
cs0002304,-0.290639,0.068239,0.04934,0.068513,0.528275,0.132099,-0.840938,0.02299,0.015112,0.005232,0.032427,0.043311,0,0.031913,0.008299,0.008406,0.034199,0.024164
cs0003079,,,,,,,,,,,,,,,,,,
cs0002823,-0.731724,0.6198,0.061443,0.09353,0.091713,0.539076,-0.801282,0.593424,0.088985,0.126712,0.050895,0.604876,-0.887396,0.333613,0.082577,0.183954,0.001278,0.686243
cs0002,,,,,,,,,,,,,,,,,,
cs0002439,,,,,,,,,,,,,,,,,,
cs000347,,,,,,,,,,,,,,,,,,
cs0003123,,,,,,,,,,,,,,,,,,
cs000245,,,,,,,,,,,,,,,,,,
cs0001167,-0.340053,0.725309,0.058881,0.091043,0.082446,0.157669,-0.340053,0.725309,0.058881,0.091043,0.082446,0.157669,-0.340053,0.725309,0.058881,0.091043,0.082446,0.157669
cs0001009,0.297204,0.600135,0.056619,0.07582,0.106771,0.515931,0.655807,0.652433,0.072346,0.03621,0.559736,0.140507,0.867012,0.05879,0.012175,0.006557,0.664522,0.025952
cs0003118,0.25581,0.733852,0.066874,0.074413,0.075167,0.185261,0.25581,0.733852,0.066874,0.074413,0.075167,0.185261,0.66738,0.251004,0.187634,0.015193,0.180836,0.132754
cs0001016,0.306516,0.085671,0.035401,0.046459,0.081248,0.129839,0.45375,0.103736,0.054646,0.042076,0.399254,0.139289,0,0.274045,0.040722,0.02283,0.022783,0.164546
cs000492,0.850416,0.044248,0.01837,0.075798,0.040619,0.043951,0.850416,0.044248,0.01837,0.075798,0.040619,0.043951,0.850416,0.044248,0.01837,0.075798,0.040619,0.043951
cs0002022,,,,,,,,,,,,,,,,,,
cs00031,,,,,,,,,,,,,,,,,,
cs0001689,0.656969,0.038324,0.042927,0.041544,0.651833,0.413781,0.656969,0.038324,0.042927,0.041544,0.651833,0.413781,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001637,,,,,,,,,,,,,,,,,,
cs0003219,,,,,,,,,,,,,,,,,,
cs0002773,0.339969,0.113831,0.050382,0.098032,0.185234,0.524101,0.627578,0.090562,0.036577,0.05442,0.661233,0.444976,0.691909,0.047752,0.009881,0.00559,0.097548,0.033224
cs0002995,,,,,,,,,,,,,,,,,,
cs0001727,-0.409207,0.739239,0.044981,0.069713,0.126881,0.51627,0.500044,0.738252,0.038214,0.406366,0.741491,0.173941,-0.87257,0.381636,0.066087,0.254957,0.014898,0.21958
cs0002171,,,,,,,,,,,,,,,,,,
cs0002311,,,,,,,,,,,,,,,,,,
cs000298,,,,,,,,,,,,,,,,,,
cs0003144,,,,,,,,,,,,,,,,,,
cs00049,-0.77767,0.075429,0.036998,0.080462,0.066407,0.579851,-0.788908,0.077919,0.039036,0.087391,0.069146,0.577106,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003043,-0.471732,0.644566,0.035693,0.0835,0.610922,0.573863,-0.49745,0.598041,0.053657,0.056957,0.606454,0.552507,0.812693,0.468563,0.042597,0.020292,0.483096,0.027575
cs00021,,,,,,,,,,,,,,,,,,
cs0001548,,,,,,,,,,,,,,,,,,
cs0001487,,,,,,,,,,,,,,,,,,
cs000413,,,,,,,,,,,,,,,,,,
cs0001559,-0.506875,0.104076,0.041168,0.115943,0.080309,0.575578,-0.431233,0.117532,0.040409,0.141139,0.093682,0.549173,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001949,,,,,,,,,,,,,,,,,,
cs000139,0.681551,0.046254,0.040558,0.062199,0.638757,0.462919,0.681551,0.046254,0.040558,0.062199,0.638757,0.462919,0,0.030345,0.033588,0.029628,0.230714,0.060851
cs000624,,,,,,,,,,,,,,,,,,
cs0002613,0.899729,0.014671,0.014426,0.003102,0.181324,0.05272,0.899729,0.014671,0.014426,0.003102,0.181324,0.05272,0.955125,0.038206,0.02904,0.004995,0.266162,0.129254
cs0001061,0,,,,,,0,,,,,,0,,,,,
cs0001582,,,,,,,,,,,,,,,,,,
cs00035,,,,,,,,,,,,,,,,,,
cs0003252,,,,,,,,,,,,,,,,,,
cs000444,,,,,,,,,,,,,,,,,,
cs0001675,-0.604338,0.722085,0.05981,0.089896,0.086975,0.135472,-0.604338,0.722085,0.05981,0.089896,0.086975,0.135472,-0.604338,0.722085,0.05981,0.089896,0.086975,0.135472
cs0001117,0.718608,0.190188,0.066885,0.051873,0.68098,0.176913,0.929886,0.048772,0.00208,0.004935,0.778987,0.016969,0.953203,0.063783,0.003664,0.009178,0.878716,0.037374
cs0002985,,,,,,,,,,,,,,,,,,
cs0003003,-0.448332,0.117481,0.044452,0.069225,0.534525,0.574008,-0.921365,0.099497,0.01014,0.058941,0.046497,0.816541,0,0.075248,0.022992,0.267918,0.319299,0.299664
cs0001099,,,,,,,,,,,,,,,,,,
cs0002537,0.311708,0.726742,0.063278,0.10846,0.103689,0.160109,0.311708,0.726742,0.063278,0.10846,0.103689,0.160109,0.311708,0.726742,0.063278,0.10846,0.103689,0.160109
cs0001452,0.382154,0.750717,0.046621,0.078234,0.175748,0.565186,0.382154,0.750717,0.046621,0.078234,0.175748,0.565186,0.851818,0.237724,0.04373,0.060365,0.266063,0.235304
cs0003122,-0.872898,0.081088,0.064744,0.094422,0.114606,0.12706,-0.872898,0.081088,0.064744,0.094422,0.114606,0.12706,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002047,,,,,,,,,,,,,,,,,,
cs0002196,-0.321114,0.659306,0.062728,0.091338,0.608873,0.452436,0.589721,0.124176,0.032722,0.068721,0.646892,0.480707,0.991845,0.272322,0.040504,0.031622,0.341078,0.05882
cs0002675,,,,,,,,,,,,,,,,,,
cs000751,,,,,,,,,,,,,,,,,,
cs0002432,,,,,,,,,,,,,,,,,,
cs0002061,,,,,,,,,,,,,,,,,,
cs0001156,0.985029,0.009236,0.002198,0.005505,0.525511,0.009288,0.985029,0.009236,0.002198,0.005505,0.525511,0.009288,0.985029,0.009236,0.002198,0.005505,0.525511,0.009288
cs0001656,0,0.052076,0.101174,0.031178,0.319779,0.152748,0,0.052076,0.101174,0.031178,0.319779,0.152748,0,0.052076,0.101174,0.031178,0.319779,0.152748
cs0001171,-0.467438,0.126768,0.023984,0.042803,0.566487,0.47295,-0.280067,0.095374,0.020432,0.04188,0.58241,0.498902,0.640309,0.037812,0.008422,0.003335,0.130152,0.075345
cs0002474,,,,,,,,,,,,,,,,,,
cs0003113,0,0.088412,0.039242,0.025839,0.100157,0.502953,0,0.088412,0.039242,0.025839,0.100157,0.502953,0,0.088412,0.039242,0.025839,0.100157,0.502953
cs0003206,,,,,,,,,,,,,,,,,,
cs000686,,,,,,,,,,,,,,,,,,
cs0002920,,,,,,,,,,,,,,,,,,
cs00025,,,,,,,,,,,,,,,,,,
cs0001067,,,,,,,,,,,,,,,,,,
cs0003267,,,,,,,,,,,,,,,,,,
cs00028,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs000455,-0.374985,0.72891,0.05941,0.089285,0.075947,0.136965,-0.374985,0.72891,0.05941,0.089285,0.075947,0.136965,-0.374985,0.72891,0.05941,0.089285,0.075947,0.136965
cs0001701,,,,,,,,,,,,,,,,,,
cs0002446,,,,,,,,,,,,,,,,,,
cs0001921,,,,,,,,,,,,,,,,,,
cs0001254,-0.434244,0.638284,0.052767,0.026952,0.633604,0.549106,-0.434244,0.638284,0.052767,0.026952,0.633604,0.549106,-0.921875,0.695464,0.106863,0.050586,0.00743,0.394754
cs000967,,,,,,,,,,,,,,,,,,
cs0003026,,,,,,,,,,,,,,,,,,
cs000668,,,,,,,,,,,,,,,,,,
cs000758,,,,,,,,,,,,,,,,,,
cs0001848,,,,,,,,,,,,,,,,,,
cs0001555,,,,,,,,,,,,,,,,,,
cs000792,0.506618,0.052885,0.024759,0.067515,0.65507,0.555691,0.506618,0.052885,0.024759,0.067515,0.65507,0.555691,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002638,,,,,,,,,,,,,,,,,,
cs0003002,0.91051,0.025164,0.00509,0.007083,0.452857,0.019325,0.91051,0.025164,0.00509,0.007083,0.452857,0.019325,0,0.045401,0.042848,0.035934,0.06547,0.100146
cs000731,,,,,,,,,,,,,,,,,,
cs0001089,0.823248,0.717212,0.01509,0.019855,0.173483,0.022035,0.823248,0.717212,0.01509,0.019855,0.173483,0.022035,0.713316,0.062279,0.002306,0.008778,0.366504,0.005247
cs0003321,,,,,,,,,,,,,,,,,,
cs000937,,,,,,,,,,,,,,,,,,
cs000526,,,,,,,,,,,,,,,,,,
cs0002912,,,,,,,,,,,,,,,,,,
cs000616,,,,,,,,,,,,,,,,,,
cs0001522,0,0.040537,0.002101,0.028415,0.052176,0.041726,0,0.040537,0.002101,0.028415,0.052176,0.041726,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003029,,,,,,,,,,,,,,,,,,
cs0001839,,,,,,,,,,,,,,,,,,
cs0001112,,,,,,,,,,,,,,,,,,
cs0001262,,,,,,,,,,,,,,,,,,
cs000232,0,0.09605,0.008568,0.022529,0.034152,0.148734,0,0.09605,0.008568,0.022529,0.034152,0.148734,-0.73071,0.063041,0.027594,0.049938,0.041585,0.203927
cs000711,,,,,,,,,,,,,,,,,,
cs0001469,,,,,,,,,,,,,,,,,,
cs000858,,,,,,,,,,,,,,,,,,
cs000814,,,,,,,,,,,,,,,,,,
cs0002705,,,,,,,,,,,,,,,,,,
cs0001669,-0.512781,0.087154,0.056849,0.085451,0.014615,0.794965,-0.512781,0.087154,0.056849,0.085451,0.014615,0.794965,0,0.075248,0.022992,0.267918,0.319299,0.299664
cs0001015,-0.879613,0.106949,0.068145,0.056833,0.04303,0.560012,-0.879613,0.106949,0.068145,0.056833,0.04303,0.560012,-0.879613,0.106949,0.068145,0.056833,0.04303,0.560012
cs0001776,,,,,,,,,,,,,,,,,,
cs0002007,,,,,,,,,,,,,,,,,,
cs000561,0,0.043367,0.027524,0.003566,0.075012,0.085139,0,0.043367,0.027524,0.003566,0.075012,0.085139,0,0.036363,0.039673,0.023624,0.160639,0.269411
cs0003091,,,,,,,,,,,,,,,,,,
cs000881,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0001440,,,,,,,,,,,,,,,,,,
cs0002901,0.471459,0.080871,0.006296,0.009754,0.079594,0.034148,0.471459,0.080871,0.006296,0.009754,0.079594,0.034148,0.471459,0.080871,0.006296,0.009754,0.079594,0.034148
cs000848,,,,,,,,,,,,,,,,,,
cs0001941,0.533716,0.727179,0.026211,0.089865,0.611705,0.115023,-0.511715,0.138872,0.03748,0.180635,0.044693,0.09905,-0.887066,0.04815,0.021983,0.111719,0.01217,0.088071
cs0002508,,,,,,,,,,,,,,,,,,
cs0003075,,,,,,,,,,,,,,,,,,
cs0001912,,,,,,,,,,,,,,,,,,
cs00038,,,,,,,,,,,,,,,,,,
cs000613,,,,,,,,,,,,,,,,,,
cs0002050,0.581817,0.05598,0.066463,0.06555,0.084688,0.179417,0.581817,0.05598,0.066463,0.06555,0.084688,0.179417,0.581817,0.05598,0.066463,0.06555,0.084688,0.179417
cs0002568,0,0.021568,0.043624,0.069477,0.080373,0.12784,0,0.021568,0.043624,0.069477,0.080373,0.12784,0,0.021568,0.043624,0.069477,0.080373,0.12784
cs000630,0.294017,0.073301,0.05106,0.076246,0.512853,0.560257,0.926925,0.098003,0.028106,0.03874,0.567429,0.115859,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003225,-0.446525,,,,,,-0.446525,,,,,,-0.446525,,,,,
cs0002051,0.37078,0.114288,0.06731,0.051391,0.571787,0.476637,0.368753,0.143721,0.079296,0.064728,0.066005,0.497988,0.970763,0.054867,0.017548,0.03655,0.029801,0.135685
cs000403,,,,,,,,,,,,,,,,,,
cs0001287,0.761584,0.059561,0.016408,0.080323,0.67863,0.119645,0.761584,0.059561,0.016408,0.080323,0.67863,0.119645,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002223,-0.65263,0.054343,0.024185,0.077778,0.068659,0.599865,-0.598475,0.001521,5.70E-05,0.015981,0.022664,0.071271,0,,,,,
cs000980,,,,,,,,,,,,,,,,,,
cs000753,,,,,,,,,,,,,,,,,,
cs000528,0.671292,0.101659,0.021492,0.042135,0.068938,0.1745,0.671292,0.101659,0.021492,0.042135,0.068938,0.1745,0,0.094095,0.005497,0.017355,0.046486,0.090236
cs0001909,,,,,,,,,,,,,,,,,,
cs0003154,,,,,,,,,,,,,,,,,,
cs000170,,,,,,,,,,,,,,,,,,
cs000708,,,,,,,,,,,,,,,,,,
cs0002467,,,,,,,,,,,,,,,,,,
cs0002389,,,,,,,,,,,,,,,,,,
cs000665,,,,,,,,,,,,,,,,,,
cs0001459,-0.486981,0.115741,0.637823,0.112505,0.504557,0.115557,0.520213,0.244488,0.169072,0.232727,0.043595,0.226593,0.74389,0.067285,0.099489,0.163621,0.104109,0.265208
cs0003256,0,0.040864,0.004669,0.019897,0.106132,0.038277,0,0.040864,0.004669,0.019897,0.106132,0.038277,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001376,-0.787352,0.102409,0.072346,0.072801,0.034578,0.748133,-0.787352,0.102409,0.072346,0.072801,0.034578,0.748133,-0.787352,0.102409,0.072346,0.072801,0.034578,0.748133
cs0003073,,,,,,,,,,,,,,,,,,
cs000121,-0.538796,0.016887,0.001781,0.032476,0.051231,0.016555,-0.538796,0.016887,0.001781,0.032476,0.051231,0.016555,0,0.075248,0.022992,0.267918,0.319299,0.299664
cs0001499,,,,,,,,,,,,,,,,,,
cs000715,,,,,,,,,,,,,,,,,,
cs0002473,,,,,,,,,,,,,,,,,,
cs000257,-0.533617,0.118069,0.041706,0.081798,0.111589,0.55708,0.89482,0.059569,0.058099,0.057749,0.595254,0.208189,0.974459,0.071951,0.015917,0.023712,0.341174,0.159538
cs0002576,,,,,,,,,,,,,,,,,,
cs0001046,,,,,,,,,,,,,,,,,,
cs0002721,,,,,,,,,,,,,,,,,,
cs0001595,,,,,,,,,,,,,,,,,,
cs0002604,-0.314617,0.228403,0.013176,0.024391,0.102186,0.268669,-0.314617,0.228403,0.013176,0.024391,0.102186,0.268669,0,0.215786,0.037246,0.045589,0.049284,0.106954
cs0003300,,,,,,,,,,,,,,,,,,
cs0002746,,,,,,,,,,,,,,,,,,
cs0001877,,,,,,,,,,,,,,,,,,
cs0001546,,,,,,,,,,,,,,,,,,
cs0002368,,,,,,,,,,,,,,,,,,
cs000172,-0.65869,0.167597,0.051902,0.027605,0.402672,0.045736,-0.65869,0.167597,0.051902,0.027605,0.402672,0.045736,-0.65869,0.167597,0.051902,0.027605,0.402672,0.045736
cs0001917,0.658083,0.755225,0.049621,0.086037,0.660568,0.542806,0.658083,0.755225,0.049621,0.086037,0.660568,0.542806,-0.478546,0.178716,0.030549,0.08989,0.095689,0.111913
cs000497,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0002152,,,,,,,,,,,,,,,,,,
cs0001276,,,,,,,,,,,,,,,,,,
cs000124,,,,,,,,,,,,,,,,,,
cs000918,0.905002,0.015422,0.008106,0.010995,0.203393,0.017488,0.905002,0.015422,0.008106,0.010995,0.203393,0.017488,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0003132,,,,,,,,,,,,,,,,,,
cs0001928,0,0.016799,0.009851,0.024287,0.106947,0.021153,0,0.016799,0.009851,0.024287,0.106947,0.021153,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001166,0.68927,0.082516,0.025525,0.075837,0.65267,0.5903,0.68927,0.082516,0.025525,0.075837,0.65267,0.5903,0.68927,0.082516,0.025525,0.075837,0.65267,0.5903
cs0001412,0.620095,0.028941,0.278398,0.066662,0.027176,0.279253,0.620095,0.028941,0.278398,0.066662,0.027176,0.279253,0.620095,0.028941,0.278398,0.066662,0.027176,0.279253
cs0002278,0.756913,0.718203,0.013305,0.022507,0.052685,0.106124,0.756913,0.718203,0.013305,0.022507,0.052685,0.106124,0.756913,0.718203,0.013305,0.022507,0.052685,0.106124
cs0002892,-0.345676,0.0347,0.000305,0.014831,0.018888,0.384599,-0.566781,0.089173,0.001553,0.022128,0.039239,0.466783,-0.299974,0.095263,0.002668,0.034181,0.139744,0.313938
cs0001474,,,,,,,,,,,,,,,,,,
cs000201,,,,,,,,,,,,,,,,,,
cs0001316,,,,,,,,,,,,,,,,,,
cs000460,0.903092,0.010912,0.003623,0.00586,0.187106,0.037907,0.903092,0.010912,0.003623,0.00586,0.187106,0.037907,0,0.015884,0.017077,0.013347,0.116912,0.034317
cs0001268,0.458999,0.079943,0.02502,0.035803,0.645627,0.180062,0.458999,0.081839,0.025768,0.037548,0.64584,0.192199,-0.740965,0.098642,0.072729,0.14819,0.138253,0.39356
cs0003182,,,,,,,,,,,,,,,,,,
cs0002066,,,,,,,,,,,,,,,,,,
cs0001151,,,,,,,,,,,,,,,,,,
cs000541,0.61075,0.715531,0.025075,0.039632,0.652902,0.493886,0.61075,0.715531,0.025075,0.039632,0.652902,0.493886,0.960698,0.02748,0.021316,0.024117,0.116074,0.05671
cs0002033,,,,,,,,,,,,,,,,,,
cs0002354,,,,,,,,,,,,,,,,,,
